2022001,10,5,16,9
2022002,14,15,13,19
2022003,11,4,12,22
2022004,7,10,18,21
2022005,19,14,23,20
2022006,20,7,18,21
2022007,26,6,22,17
2022008,5,13,5,25
2022009,20,12,16,22
2022010,27,7,5,7
2022011,17,15,28,24
2022012,22,4,12,22
2022013,20,13,24,24
2022014,24,15,17,18
2022015,24,8,29,17
2022016,30,14,17,18
2022017,19,14,11,21
2022018,25,6,29,22
2022019,6,7,17,19
2022020,9,15,7,18
2022021,13,15,3,6
2022022,28,4,13,13
2022023,14,10,15,8
2022024,30,8,13,21
2022025,29,15,24,24
2022026,15,10,12,11
2022027,28,13,22,12
2022028,10,9,7,16
2022029,9,7,23,11
2022030,5,8,26,20
2022031,21,13,24,15
2022032,26,15,22,24
2022033,29,9,23,9
2022034,21,12,20,7
2022035,19,8,27,25
2022036,27,9,17,17
2022037,10,14,8,17
2022038,25,6,23,11
2022039,25,10,10,8
2022040,9,7,27,7
2022041,5,15,17,13
2022042,15,4,15,10
2022043,11,13,14,14
2022044,27,9,20,8
2022045,26,9,8,9
2022046,23,10,11,15
2022047,26,12,26,9
2022048,13,10,17,20
2022049,15,15,19,9
2022050,28,10,24,25
2022051,22,9,14,24
2022052,17,15,26,23
2022053,16,10,23,17
2022054,9,9,9,21
2022055,10,11,8,11
2022056,14,11,19,17
2022057,6,9,27,22
2022058,14,7,19,24
2022059,28,12,30,19
2022060,24,12,23,25
2022061,11,7,7,18
2022062,20,12,11,9
2022063,7,8,9,8
2022064,21,8,25,22
2022065,13,6,4,7
2022066,28,13,29,15
2022067,19,8,29,13
2022068,16,4,29,10
2022069,25,11,24,9
2022070,16,8,26,20
2022071,10,7,12,25
2022072,6,4,21,14
2022073,19,11,19,16
2022074,20,8,13,15
2022075,9,5,15,12
2022076,10,4,14,19
2022077,15,13,15,14
2022078,24,6,3,19
2022079,7,12,14,7
2022080,5,4,21,21
2022081,27,11,14,9
2022082,24,6,5,18
2022083,18,10,3,24
2022084,27,6,24,11
2022085,6,5,26,13
2022086,10,11,18,6
2022087,19,11,18,18
2022088,22,15,15,8
2022089,8,10,6,21
2022090,23,15,6,8
2022091,30,13,7,16
2022092,28,11,28,20
2022093,14,5,29,20
2022094,15,5,19,8
2022095,18,15,7,6
2022096,23,13,12,17
2022097,21,11,25,15
2022098,26,8,30,20
2022099,21,8,29,18
2022100,16,5,11,18
2022101,12,6,6,10
2022102,9,5,29,16
2022103,19,15,3,13
2022104,22,14,10,25
2022105,8,9,12,13
2022106,9,5,11,25
2022107,12,15,30,23
2022108,18,14,15,13
2022109,11,15,28,9
2022110,26,14,14,19
2022111,8,7,12,7
2022112,18,10,16,24
2022113,20,6,28,15
2022114,15,4,15,24
2022115,7,15,29,21
2022116,26,8,25,16
2022117,17,4,20,23
2022118,10,11,4,19
2022119,11,11,4,21
2022120,12,4,7,17
2022121,10,6,21,16
2022122,10,9,14,17
2022123,20,15,30,21
2022124,15,15,9,25
2022125,30,7,24,11
2022126,25,15,23,17
2022127,11,14,27,17
2022128,26,6,28,22
2022129,20,5,15,21
2022130,23,9,30,8
2022131,10,10,15,7
2022132,6,5,13,20
2022133,5,14,4,23
2022134,18,15,22,13
2022135,28,10,29,18
2022136,18,13,26,14
2022137,26,12,8,9
2022138,9,5,20,19
2022139,14,5,14,7
2022140,29,6,28,14
2022141,11,7,17,24
2022142,27,7,18,24
2022143,12,8,24,19
2022144,11,5,14,12
2022145,9,5,7,8
2022146,22,12,3,22
2022147,5,4,3,19
2022148,20,9,7,8
2022149,7,6,3,9
2022150,23,7,30,7
2022151,19,8,23,22
2022152,20,6,6,18
2022153,25,8,3,12
2022154,22,5,5,25
2022155,30,5,12,19
2022156,17,12,6,10
2022157,27,5,25,13
2022158,26,7,20,10
2022159,5,4,18,22
2022160,25,4,17,21
2022161,30,7,13,17
2022162,26,14,15,12
2022163,6,15,12,16
2022164,22,7,3,15
2022165,24,14,21,13
2022166,6,11,7,9
2022167,29,14,29,6
2022168,21,13,3,23
2022169,26,13,27,17
2022170,20,14,30,21
2022171,13,15,10,14
2022172,26,8,5,23
2022173,19,15,14,23
2022174,20,11,21,9
2022175,14,8,16,10
2022176,11,8,27,20
2022177,24,14,22,16
2022178,10,6,30,23
2022179,20,4,30,15
2022180,29,15,27,20
2022181,28,15,18,8
2022182,5,14,9,12
2022183,13,11,27,9
2022184,7,12,17,10
2022185,12,4,30,8
2022186,10,5,18,19
2022187,23,10,20,21
2022188,9,11,14,20
2022189,22,12,11,15
2022190,6,15,23,10
2022191,10,7,26,18
2022192,6,8,11,12
2022193,28,13,8,20
2022194,26,6,8,15
2022195,8,13,30,23
2022196,19,4,23,21
2022197,24,9,14,11
2022198,9,13,30,9
2022199,30,4,16,14
2022200,19,12,5,25
