2022001,48.0,D
2022002,78.0,B
2022003,42.0,D
2022004,50.0,D
2022005,66.0,B
2022006,46.0,D
2022007,85.0,A
2022008,33.0,F
2022009,64.0,C
2022010,55.0,C
2022011,46.0,D
2022012,35.0,F
2022013,67.0,B
2022014,72.0,B
2022015,79.0,B
2022016,69.0,B
2022017,39.0,F
2022018,66.0,B
2022019,70.0,B
2022020,49.0,D
2022021,79.0,B
2022022,61.0,C
2022023,35.0,F
2022024,58.0,C
2022025,47.0,D
2022026,77.0,B
2022027,40.0,F
2022028,52.0,C
2022029,50.0,D
2022030,59.0,C
2022031,77.0,B
2022032,45.0,D
2022033,69.0,B
2022034,59.0,C
2022035,66.0,B
2022036,69.0,B
2022037,57.0,C
2022038,41.0,D
2022039,40.0,F
2022040,81.0,A
2022041,60.0,C
2022042,70.0,B
2022043,33.0,F
2022044,35.0,F
2022045,67.0,B
2022046,65.0,C
2022047,44.0,D
2022048,63.0,C
2022049,64.0,C
2022050,58.0,C
2022051,65.0,C
2022052,61.0,C
2022053,48.0,D
2022054,73.0,B
2022055,51.0,C
2022056,65.0,C
2022057,69.0,B
2022058,41.0,D
2022059,71.0,B
2022060,79.0,B
2022061,64.0,C
2022062,71.0,B
2022063,66.0,B
2022064,75.0,B
2022065,31.0,F
2022066,32.0,F
2022067,75.0,B
2022068,36.0,F
2022069,79.0,B
2022070,49.0,D
2022071,48.0,D
2022072,58.0,C
2022073,53.0,C
2022074,54.0,C
2022075,82.0,A
2022076,82.0,A
2022077,61.0,C
2022078,39.0,F
2022079,51.0,C
2022080,68.0,B
2022081,55.0,C
2022082,68.0,B
2022083,59.0,C
2022084,55.0,C
2022085,64.0,C
2022086,43.0,D
2022087,50.0,D
2022088,64.0,C
2022089,69.0,B
2022090,55.0,C
2022091,75.0,B
2022092,51.0,C
2022093,73.0,B
2022094,54.0,C
2022095,84.0,A
2022096,54.0,C
2022097,73.0,B
2022098,56.0,C
2022099,65.0,C
2022100,24.0,F
2022101,63.0,C
2022102,50.0,D
2022103,80.0,B
2022104,79.0,B
2022105,77.0,B
2022106,55.0,C
2022107,44.0,D
2022108,62.0,C
2022109,82.0,A
2022110,68.0,B
2022111,47.0,D
2022112,53.0,C
2022113,72.0,B
2022114,57.0,C
2022115,62.0,C
2022116,63.0,C
2022117,44.0,D
2022118,66.0,B
2022119,73.0,B
2022120,60.0,C
2022121,58.0,C
2022122,37.0,F
2022123,57.0,C
2022124,60.0,C
2022125,64.0,C
2022126,63.0,C
2022127,49.0,D
2022128,64.0,C
2022129,69.0,B
2022130,45.0,D
2022131,70.0,B
2022132,64.0,C
2022133,62.0,C
2022134,38.0,F
2022135,62.0,C
2022136,59.0,C
2022137,41.0,D
2022138,74.0,B
2022139,48.0,D
2022140,78.0,B
2022141,51.0,C
2022142,71.0,B
2022143,46.0,D
2022144,66.0,B
2022145,66.0,B
2022146,68.0,B
2022147,60.0,C
2022148,65.0,C
2022149,51.0,C
2022150,60.0,C
2022151,73.0,B
2022152,66.0,B
2022153,49.0,D
2022154,41.0,D
2022155,80.0,B
2022156,65.0,C
2022157,67.0,B
2022158,68.0,B
2022159,82.0,A
2022160,63.0,C
2022161,50.0,D
2022162,62.0,C
2022163,65.0,C
2022164,65.0,C
2022165,61.0,C
2022166,35.0,F
2022167,64.0,C
2022168,72.0,B
2022169,43.0,D
2022170,35.0,F
2022171,65.0,C
2022172,83.0,A
2022173,59.0,C
2022174,47.0,D
2022175,60.0,C
2022176,70.0,B
2022177,44.0,D
2022178,30.0,F
2022179,89.0,A
2022180,50.0,D
2022181,70.0,B
2022182,66.0,B
2022183,78.0,B
2022184,59.0,C
2022185,66.0,B
2022186,54.0,C
2022187,49.0,D
2022188,68.0,B
2022189,71.0,B
2022190,37.0,F
2022191,86.0,A
2022192,81.0,A
2022193,60.0,C
2022194,73.0,B
2022195,59.0,C
2022196,66.0,B
2022197,61.0,C
2022198,30.0,F
2022199,48.0,D
2022200,83.0,A
2022201,70.0,B
2022202,48.0,D
2022203,39.0,F
2022204,57.0,C
2022205,48.0,D
2022206,55.0,C
2022207,44.0,D
2022208,67.0,B
2022209,74.0,B
2022210,41.0,D
2022211,64.0,C
2022212,33.0,F
2022213,66.0,B
2022214,81.0,A
2022215,77.0,B
2022216,68.0,B
2022217,63.0,C
2022218,77.0,B
2022219,48.0,D
2022220,71.0,B
2022221,47.0,D
2022222,70.0,B
2022223,80.0,B
2022224,79.0,B
2022225,53.0,C
2022226,37.0,F
2022227,36.0,F
2022228,30.0,F
2022229,62.0,C
2022230,63.0,C
2022231,61.0,C
2022232,64.0,C
2022233,65.0,C
2022234,77.0,B
2022235,37.0,F
2022236,60.0,C
2022237,80.0,B
2022238,83.0,A
2022239,50.0,D
2022240,52.0,C
2022241,42.0,D
2022242,41.0,D
2022243,65.0,C
2022244,57.0,C
2022245,35.0,F
2022246,56.0,C
2022247,51.0,C
2022248,53.0,C
2022249,76.0,B
2022250,83.0,A
2022251,60.0,C
2022252,52.0,C
2022253,47.0,D
2022254,65.0,C
2022255,69.0,B
2022256,72.0,B
2022257,49.0,D
2022258,58.0,C
2022259,42.0,D
2022260,60.0,C
2022261,76.0,B
2022262,70.0,B
2022263,66.0,B
2022264,64.0,C
2022265,75.0,B
2022266,39.0,F
2022267,58.0,C
2022268,65.0,C
2022269,55.0,C
2022270,47.0,D
2022271,38.0,F
2022272,63.0,C
2022273,52.0,C
2022274,55.0,C
2022275,52.0,C
2022276,41.0,D
2022277,75.0,B
2022278,69.0,B
2022279,74.0,B
2022280,46.0,D
2022281,52.0,C
2022282,73.0,B
2022283,45.0,D
2022284,50.0,D
2022285,68.0,B
2022286,47.0,D
2022287,65.0,C
2022288,73.0,B
2022289,52.0,C
2022290,83.0,A
2022291,83.0,A
2022292,42.0,D
2022293,55.0,C
2022294,45.0,D
2022295,71.0,B
2022296,63.0,C
2022297,47.0,D
2022298,47.0,D
2022299,79.0,B
2022300,60.0,C
2022301,46.0,D
2022302,59.0,C
2022303,73.0,B
2022304,49.0,D
2022305,58.0,C
2022306,52.0,C
2022307,75.0,B
2022308,55.0,C
2022309,53.0,C
2022310,42.0,D
2022311,59.0,C
2022312,87.0,A
2022313,72.0,B
2022314,58.0,C
2022315,39.0,F
2022316,45.0,D
2022317,40.0,F
2022318,49.0,D
2022319,53.0,C
2022320,70.0,B
2022321,45.0,D
2022322,33.0,F
2022323,50.0,D
2022324,71.0,B
2022325,65.0,C
2022326,54.0,C
2022327,73.0,B
2022328,39.0,F
2022329,42.0,D
2022330,89.0,A
2022331,89.0,A
2022332,78.0,B
2022333,61.0,C
2022334,83.0,A
2022335,44.0,D
2022336,81.0,A
2022337,58.0,C
2022338,77.0,B
2022339,44.0,D
2022340,81.0,A
2022341,78.0,B
2022342,74.0,B
2022343,72.0,B
2022344,31.0,F
2022345,64.0,C
2022346,72.0,B
2022347,37.0,F
2022348,63.0,C
2022349,33.0,F
2022350,56.0,C
2022351,71.0,B
2022352,64.0,C
2022353,70.0,B
2022354,58.0,C
2022355,63.0,C
2022356,80.0,B
2022357,65.0,C
2022358,56.0,C
2022359,72.0,B
2022360,72.0,B
2022361,48.0,D
2022362,49.0,D
2022363,61.0,C
2022364,72.0,B
2022365,63.0,C
2022366,49.0,D
2022367,65.0,C
2022368,48.0,D
2022369,59.0,C
2022370,79.0,B
2022371,49.0,D
2022372,57.0,C
2022373,78.0,B
2022374,76.0,B
2022375,46.0,D
2022376,64.0,C
2022377,54.0,C
2022378,63.0,C
2022379,40.0,F
2022380,91.0,A
2022381,52.0,C
2022382,55.0,C
2022383,75.0,B
2022384,43.0,D
2022385,67.0,B
2022386,68.0,B
2022387,88.0,A
2022388,60.0,C
2022389,34.0,F
2022390,48.0,D
2022391,71.0,B
2022392,57.0,C
2022393,41.0,D
2022394,44.0,D
2022395,56.0,C
2022396,54.0,C
2022397,56.0,C
2022398,49.0,D
2022399,52.0,C
2022400,80.0,B
2022401,69.0,B
2022402,62.0,C
2022403,63.0,C
2022404,58.0,C
2022405,56.0,C
2022406,49.0,D
2022407,46.0,D
2022408,44.0,D
2022409,36.0,F
2022410,71.0,B
2022411,67.0,B
2022412,80.0,B
2022413,56.0,C
2022414,72.0,B
2022415,35.0,F
2022416,78.0,B
2022417,28.0,F
2022418,67.0,B
2022419,70.0,B
2022420,70.0,B
2022421,50.0,D
2022422,75.0,B
2022423,65.0,C
2022424,86.0,A
2022425,50.0,D
2022426,55.0,C
2022427,61.0,C
2022428,67.0,B
2022429,86.0,A
2022430,60.0,C
2022431,61.0,C
2022432,59.0,C
2022433,69.0,B
2022434,66.0,B
2022435,76.0,B
2022436,66.0,B
2022437,44.0,D
2022438,74.0,B
2022439,61.0,C
2022440,52.0,C
2022441,52.0,C
2022442,46.0,D
2022443,59.0,C
2022444,48.0,D
2022445,83.0,A
2022446,43.0,D
2022447,49.0,D
2022448,57.0,C
2022449,53.0,C
2022450,51.0,C
2022451,40.0,F
2022452,58.0,C
2022453,60.0,C
2022454,71.0,B
2022455,56.0,C
2022456,87.0,A
2022457,56.0,C
2022458,49.0,D
2022459,68.0,B
2022460,85.0,A
2022461,71.0,B
2022462,52.0,C
2022463,62.0,C
2022464,24.0,F
2022465,85.0,A
2022466,37.0,F
2022467,29.0,F
2022468,55.0,C
2022469,71.0,B
2022470,79.0,B
2022471,82.0,A
2022472,62.0,C
2022473,81.0,A
2022474,42.0,D
2022475,62.0,C
2022476,71.0,B
2022477,59.0,C
2022478,74.0,B
2022479,64.0,C
2022480,63.0,C
2022481,68.0,B
2022482,44.0,D
2022483,54.0,C
2022484,79.0,B
2022485,69.0,B
2022486,75.0,B
2022487,75.0,B
2022488,61.0,C
2022489,61.0,C
2022490,78.0,B
2022491,56.0,C
2022492,74.0,B
2022493,52.0,C
2022494,54.0,C
2022495,56.0,C
2022496,52.0,C
2022497,44.0,D
2022498,52.0,C
2022499,61.0,C
2022500,72.0,B
2022501,52.0,C
2022502,56.0,C
2022503,51.0,C
2022504,68.0,B
2022505,62.0,C
2022506,41.0,D
2022507,55.0,C
2022508,70.0,B
2022509,59.0,C
2022510,58.0,C
2022511,84.0,A
2022512,63.0,C
2022513,51.0,C
2022514,64.0,C
2022515,56.0,C
2022516,65.0,C
2022517,65.0,C
2022518,66.0,B
2022519,62.0,C
2022520,60.0,C
2022521,60.0,C
2022522,64.0,C
2022523,36.0,F
2022524,60.0,C
2022525,55.0,C
2022526,67.0,B
2022527,75.0,B
2022528,75.0,B
2022529,76.0,B
2022530,63.0,C
2022531,54.0,C
2022532,43.0,D
2022533,40.0,F
2022534,50.0,D
2022535,47.0,D
2022536,80.0,B
2022537,57.0,C
2022538,47.0,D
2022539,74.0,B
2022540,53.0,C
2022541,42.0,D
2022542,79.0,B
2022543,62.0,C
2022544,64.0,C
2022545,74.0,B
2022546,71.0,B
2022547,47.0,D
2022548,87.0,A
2022549,66.0,B
2022550,54.0,C
2022551,59.0,C
2022552,80.0,B
2022553,43.0,D
2022554,58.0,C
2022555,27.0,F
2022556,41.0,D
2022557,52.0,C
2022558,61.0,C
2022559,65.0,C
2022560,73.0,B
2022561,66.0,B
2022562,70.0,B
2022563,53.0,C
2022564,85.0,A
2022565,56.0,C
2022566,58.0,C
2022567,60.0,C
2022568,53.0,C
2022569,38.0,F
2022570,31.0,F
2022571,38.0,F
2022572,54.0,C
2022573,64.0,C
2022574,51.0,C
2022575,49.0,D
2022576,66.0,B
2022577,36.0,F
2022578,51.0,C
2022579,52.0,C
2022580,44.0,D
2022581,63.0,C
2022582,81.0,A
2022583,67.0,B
2022584,34.0,F
2022585,56.0,C
2022586,75.0,B
2022587,33.0,F
2022588,53.0,C
2022589,48.0,D
2022590,40.0,F
2022591,47.0,D
2022592,65.0,C
2022593,45.0,D
2022594,51.0,C
2022595,58.0,C
2022596,68.0,B
2022597,53.0,C
2022598,50.0,D
2022599,71.0,B
2022600,49.0,D
2022601,60.0,C
2022602,84.0,A
2022603,80.0,B
2022604,53.0,C
2022605,72.0,B
2022606,61.0,C
2022607,44.0,D
2022608,54.0,C
2022609,46.0,D
2022610,63.0,C
2022611,70.0,B
2022612,70.0,B
2022613,52.0,C
2022614,78.0,B
2022615,54.0,C
2022616,87.0,A
2022617,43.0,D
2022618,72.0,B
2022619,73.0,B
2022620,75.0,B
2022621,53.0,C
2022622,36.0,F
2022623,50.0,D
2022624,75.0,B
2022625,49.0,D
2022626,60.0,C
2022627,46.0,D
2022628,59.0,C
2022629,72.0,B
2022630,67.0,B
2022631,56.0,C
2022632,49.0,D
2022633,63.0,C
2022634,60.0,C
2022635,55.0,C
2022636,56.0,C
2022637,66.0,B
2022638,53.0,C
2022639,48.0,D
2022640,56.0,C
2022641,60.0,C
2022642,80.0,B
2022643,69.0,B
2022644,46.0,D
2022645,61.0,C
2022646,62.0,C
2022647,73.0,B
2022648,69.0,B
2022649,67.0,B
2022650,52.0,C
2022651,65.0,C
2022652,70.0,B
2022653,60.0,C
2022654,52.0,C
2022655,60.0,C
2022656,53.0,C
2022657,65.0,C
2022658,66.0,B
2022659,71.0,B
2022660,64.0,C
2022661,31.0,F
2022662,51.0,C
2022663,47.0,D
2022664,83.0,A
2022665,60.0,C
2022666,41.0,D
2022667,54.0,C
2022668,61.0,C
2022669,66.0,B
2022670,64.0,C
2022671,75.0,B
2022672,53.0,C
2022673,64.0,C
2022674,44.0,D
2022675,52.0,C
2022676,51.0,C
2022677,78.0,B
2022678,57.0,C
2022679,65.0,C
2022680,28.0,F
2022681,63.0,C
2022682,89.0,A
2022683,53.0,C
2022684,41.0,D
2022685,68.0,B
2022686,64.0,C
2022687,68.0,B
2022688,70.0,B
2022689,62.0,C
2022690,57.0,C
2022691,45.0,D
2022692,81.0,A
2022693,61.0,C
2022694,51.0,C
2022695,85.0,A
2022696,39.0,F
2022697,55.0,C
2022698,51.0,C
2022699,46.0,D
2022700,60.0,C
2022701,58.0,C
2022702,89.0,A
2022703,56.0,C
2022704,65.0,C
2022705,62.0,C
2022706,55.0,C
2022707,72.0,B
2022708,82.0,A
2022709,63.0,C
2022710,70.0,B
2022711,60.0,C
2022712,47.0,D
2022713,68.0,B
2022714,60.0,C
2022715,61.0,C
2022716,70.0,B
2022717,51.0,C
2022718,62.0,C
2022719,54.0,C
2022720,46.0,D
2022721,41.0,D
2022722,73.0,B
2022723,55.0,C
2022724,65.0,C
2022725,62.0,C
2022726,49.0,D
2022727,68.0,B
2022728,75.0,B
2022729,63.0,C
2022730,36.0,F
2022731,45.0,D
2022732,57.0,C
2022733,50.0,D
2022734,58.0,C
2022735,54.0,C
2022736,47.0,D
2022737,32.0,F
2022738,78.0,B
2022739,75.0,B
2022740,55.0,C
2022741,53.0,C
2022742,42.0,D
2022743,58.0,C
2022744,68.0,B
2022745,63.0,C
2022746,48.0,D
2022747,62.0,C
2022748,48.0,D
2022749,77.0,B
2022750,55.0,C
2022751,51.0,C
2022752,49.0,D
2022753,51.0,C
2022754,66.0,B
2022755,42.0,D
2022756,62.0,C
2022757,52.0,C
2022758,80.0,B
2022759,40.0,F
2022760,51.0,C
2022761,56.0,C
2022762,68.0,B
2022763,56.0,C
2022764,69.0,B
2022765,41.0,D
2022766,37.0,F
2022767,69.0,B
2022768,74.0,B
2022769,55.0,C
2022770,67.0,B
2022771,50.0,D
2022772,60.0,C
2022773,57.0,C
2022774,36.0,F
2022775,74.0,B
2022776,64.0,C
2022777,71.0,B
2022778,55.0,C
2022779,62.0,C
2022780,66.0,B
2022781,65.0,C
2022782,68.0,B
2022783,41.0,D
2022784,40.0,F
2022785,62.0,C
2022786,78.0,B
2022787,80.0,B
2022788,60.0,C
2022789,72.0,B
2022790,70.0,B
2022791,44.0,D
2022792,58.0,C
2022793,70.0,B
2022794,64.0,C
2022795,72.0,B
2022796,61.0,C
2022797,65.0,C
2022798,48.0,D
2022799,39.0,F
2022800,74.0,B
2022801,52.0,C
2022802,79.0,B
2022803,71.0,B
2022804,63.0,C
2022805,41.0,D
2022806,48.0,D
2022807,51.0,C
2022808,47.0,D
2022809,70.0,B
2022810,73.0,B
2022811,79.0,B
2022812,76.0,B
2022813,36.0,F
2022814,52.0,C
2022815,50.0,D
2022816,32.0,F
2022817,45.0,D
2022818,70.0,B
2022819,49.0,D
2022820,44.0,D
2022821,55.0,C
2022822,78.0,B
2022823,72.0,B
2022824,60.0,C
2022825,65.0,C
2022826,60.0,C
2022827,72.0,B
2022828,71.0,B
2022829,94.0,A
2022830,45.0,D
2022831,57.0,C
2022832,61.0,C
2022833,90.0,A
2022834,57.0,C
2022835,64.0,C
2022836,59.0,C
2022837,78.0,B
2022838,43.0,D
2022839,36.0,F
2022840,58.0,C
2022841,70.0,B
2022842,77.0,B
2022843,64.0,C
2022844,38.0,F
2022845,46.0,D
2022846,56.0,C
2022847,62.0,C
2022848,36.0,F
2022849,47.0,D
2022850,67.0,B
2022851,63.0,C
2022852,66.0,B
2022853,69.0,B
2022854,58.0,C
2022855,50.0,D
2022856,83.0,A
2022857,26.0,F
2022858,73.0,B
2022859,70.0,B
2022860,85.0,A
2022861,37.0,F
2022862,64.0,C
2022863,72.0,B
2022864,75.0,B
2022865,38.0,F
2022866,70.0,B
2022867,65.0,C
2022868,53.0,C
2022869,35.0,F
2022870,58.0,C
2022871,74.0,B
2022872,71.0,B
2022873,52.0,C
2022874,63.0,C
2022875,68.0,B
2022876,64.0,C
2022877,47.0,D
2022878,33.0,F
2022879,57.0,C
2022880,58.0,C
2022881,51.0,C
2022882,68.0,B
2022883,46.0,D
2022884,45.0,D
2022885,39.0,F
2022886,64.0,C
2022887,64.0,C
2022888,55.0,C
2022889,43.0,D
2022890,58.0,C
2022891,71.0,B
2022892,69.0,B
2022893,51.0,C
2022894,68.0,B
2022895,56.0,C
2022896,64.0,C
2022897,74.0,B
2022898,50.0,D
2022899,62.0,C
2022900,43.0,D
2022901,50.0,D
2022902,49.0,D
2022903,84.0,A
2022904,52.0,C
2022905,67.0,B
2022906,49.0,D
2022907,64.0,C
2022908,66.0,B
2022909,59.0,C
2022910,55.0,C
2022911,37.0,F
2022912,34.0,F
2022913,72.0,B
2022914,55.0,C
2022915,46.0,D
2022916,41.0,D
2022917,51.0,C
2022918,57.0,C
2022919,61.0,C
2022920,44.0,D
2022921,37.0,F
2022922,71.0,B
2022923,50.0,D
2022924,40.0,F
2022925,69.0,B
2022926,53.0,C
2022927,67.0,B
2022928,79.0,B
2022929,55.0,C
2022930,53.0,C
2022931,78.0,B
2022932,69.0,B
2022933,61.0,C
2022934,76.0,B
2022935,60.0,C
2022936,50.0,D
2022937,50.0,D
2022938,76.0,B
2022939,61.0,C
2022940,76.0,B
2022941,47.0,D
2022942,38.0,F
2022943,66.0,B
