2022001,40.0,F
2022002,61.0,C
2022003,49.0,D
2022004,56.0,C
2022005,76.0,B
2022006,66.0,B
2022007,71.0,B
2022008,48.0,D
2022009,70.0,B
2022010,46.0,D
2022011,84.0,A
2022012,60.0,C
2022013,81.0,A
2022014,74.0,B
2022015,78.0,B
2022016,79.0,B
2022017,65.0,C
2022018,82.0,A
2022019,49.0,D
2022020,49.0,D
2022021,37.0,F
2022022,58.0,C
2022023,47.0,D
2022024,72.0,B
2022025,92.0,A
2022026,48.0,D
2022027,75.0,B
2022028,42.0,D
2022029,50.0,D
2022030,59.0,C
2022031,73.0,B
2022032,87.0,A
2022033,70.0,B
2022034,60.0,C
2022035,79.0,B
2022036,70.0,B
2022037,49.0,D
2022038,65.0,C
2022039,53.0,C
2022040,50.0,D
2022041,50.0,D
2022042,44.0,D
2022043,52.0,C
2022044,64.0,C
2022045,52.0,C
2022046,59.0,C
2022047,73.0,B
2022048,60.0,C
2022049,58.0,C
2022050,87.0,A
2022051,69.0,B
2022052,81.0,A
2022053,66.0,B
2022054,48.0,D
2022055,40.0,F
2022056,61.0,C
2022057,64.0,C
2022058,64.0,C
2022059,89.0,A
2022060,84.0,A
2022061,43.0,D
2022062,52.0,C
2022063,32.0,F
2022064,76.0,B
2022065,30.0,F
2022066,85.0,A
2022067,69.0,B
2022068,59.0,C
2022069,69.0,B
2022070,70.0,B
2022071,54.0,C
2022072,45.0,D
2022073,65.0,C
2022074,56.0,C
2022075,41.0,D
2022076,47.0,D
2022077,57.0,C
2022078,52.0,C
2022079,40.0,F
2022080,51.0,C
2022081,61.0,C
2022082,53.0,C
2022083,55.0,C
2022084,68.0,B
2022085,50.0,D
2022086,45.0,D
2022087,66.0,B
2022088,60.0,C
2022089,45.0,D
2022090,52.0,C
2022091,66.0,B
2022092,87.0,A
2022093,68.0,B
2022094,47.0,D
2022095,46.0,D
2022096,65.0,C
2022097,72.0,B
2022098,84.0,A
2022099,76.0,B
2022100,50.0,D
2022101,34.0,F
2022102,59.0,C
2022103,50.0,D
2022104,71.0,B
2022105,42.0,D
2022106,50.0,D
2022107,80.0,B
2022108,60.0,C
2022109,63.0,C
2022110,73.0,B
2022111,34.0,F
2022112,68.0,B
2022113,69.0,B
2022114,58.0,C
2022115,72.0,B
2022116,75.0,B
2022117,64.0,C
2022118,44.0,D
2022119,47.0,D
2022120,40.0,F
2022121,53.0,C
2022122,50.0,D
2022123,86.0,A
2022124,64.0,C
2022125,72.0,B
2022126,80.0,B
2022127,69.0,B
2022128,82.0,A
2022129,61.0,C
2022130,70.0,B
2022131,42.0,D
2022132,44.0,D
2022133,46.0,D
2022134,68.0,B
2022135,85.0,A
2022136,71.0,B
2022137,55.0,C
2022138,53.0,C
2022139,40.0,F
2022140,77.0,B
2022141,59.0,C
2022142,76.0,B
2022143,63.0,C
2022144,42.0,D
2022145,29.0,F
2022146,59.0,C
2022147,31.0,F
2022148,44.0,D
2022149,25.0,F
2022150,67.0,B
2022151,72.0,B
2022152,50.0,D
2022153,48.0,D
2022154,57.0,C
2022155,66.0,B
2022156,45.0,D
2022157,70.0,B
2022158,63.0,C
2022159,49.0,D
2022160,67.0,B
2022161,67.0,B
2022162,67.0,B
2022163,49.0,D
2022164,47.0,D
2022165,72.0,B
2022166,33.0,F
2022167,78.0,B
2022168,60.0,C
2022169,83.0,A
2022170,85.0,A
2022171,52.0,C
2022172,62.0,C
2022173,71.0,B
2022174,61.0,C
2022175,48.0,D
2022176,66.0,B
2022177,76.0,B
2022178,69.0,B
2022179,69.0,B
2022180,91.0,A
2022181,69.0,B
2022182,40.0,F
2022183,60.0,C
2022184,46.0,D
2022185,54.0,C
2022186,52.0,C
2022187,74.0,B
2022188,54.0,C
2022189,60.0,C
2022190,54.0,C
2022191,61.0,C
2022192,37.0,F
2022193,69.0,B
2022194,55.0,C
2022195,74.0,B
2022196,67.0,B
2022197,58.0,C
2022198,61.0,C
2022199,64.0,C
2022200,61.0,C
